Name,X_Coordinate,Y_Coordinate,Population,Distance
City_1926,80.77,28.87,728920,41.71
City_1927,82.44,27.26,491130,279.27
City_1928,83.7,29.3,332701,217.68
City_1929,80.29,29.58,832216,111.84
City_1930,86.42,26.84,55354,180.18
City_1931,85.91,28.2,263175,435.92
City_1932,86.27,28.28,50002,319.51
City_1933,88.24,27.92,698303,75.08
City_1934,82.18,29.47,782613,73.17
City_1935,88.9,27.52,685836,49.45
City_1936,87.87,26.9,727699,63.43
City_1937,87.68,28.64,973716,443.59
City_1938,83.7,29.0,398729,393.09
City_1939,85.93,29.19,108578,273.1
City_1940,83.64,26.74,420506,195.13
City_1941,80.03,29.67,546166,182.84
City_1942,81.91,28.31,996817,232.63
City_1943,84.45,28.83,986906,295.19
City_1944,87.39,27.58,577021,285.42
City_1945,85.87,27.51,355567,343.07
City_1946,88.32,28.15,257687,64.0
City_1947,81.51,27.68,50036,286.37
City_1948,87.73,26.47,950648,420.98
City_1949,87.47,27.4,430605,335.8
City_1950,85.62,27.4,182995,58.0
City_1951,87.56,28.71,811194,192.99
City_1952,85.32,27.1,838317,396.63
City_1953,84.32,29.31,728079,467.54
City_1954,81.06,28.68,642686,392.43
City_1955,82.28,29.35,730516,153.02
City_1956,80.08,26.06,319188,43.69
City_1957,88.5,27.04,30233,323.15
City_1958,84.93,28.49,562771,137.33
City_1959,88.46,27.29,87496,227.88
City_1960,82.27,28.62,572164,145.21
City_1961,81.93,29.21,692220,188.77
City_1962,81.04,28.05,772456,80.88
City_1963,83.35,29.59,586417,221.61
City_1964,87.87,29.38,448209,381.68
City_1965,86.1,26.27,245251,96.48
City_1966,81.52,26.12,620780,171.83
City_1967,80.07,29.01,476348,280.55
City_1968,88.78,29.85,153651,269.66
City_1969,85.8,27.17,102915,177.99
City_1970,80.97,29.28,287657,176.83
City_1971,84.67,29.41,369896,69.09
City_1972,81.38,26.33,833467,394.8
City_1973,88.64,29.01,81387,388.76
City_1974,87.68,26.39,499429,485.93
City_1975,81.13,27.2,607942,31.48
City_1976,81.57,29.5,828649,486.83
City_1977,87.07,28.89,486296,344.91
City_1978,87.06,28.84,662176,227.33
City_1979,80.34,26.8,127932,239.23
City_1980,83.63,29.21,326845,397.66
City_1981,84.28,28.84,10273,380.61
City_1982,81.7,27.87,430383,80.47
City_1983,80.28,27.88,260448,51.62
City_1984,83.86,27.0,55435,238.01
City_1985,86.86,27.54,344177,116.44
City_1986,84.46,29.08,456354,427.74
City_1987,81.86,29.41,138574,34.0
City_1988,88.92,27.89,491235,183.77
City_1989,88.02,26.1,967536,66.79
City_1990,87.56,28.6,548730,250.95
City_1991,81.54,29.13,516930,248.1
City_1992,81.23,26.71,464231,58.64
City_1993,86.57,26.67,300356,91.4
City_1994,87.0,29.99,559670,475.16
City_1995,80.41,26.06,70764,368.41
City_1996,83.78,29.35,656408,116.58
City_1997,81.69,29.17,295378,473.06
City_1998,84.81,27.17,888521,90.98
City_1999,87.75,26.05,749445,180.52
City_2000,80.51,28.33,352667,252.35
City_2001,86.37,28.76,679653,219.05
City_2002,85.26,29.07,235403,448.38
City_2003,80.16,29.15,40357,14.04
City_2004,80.31,28.56,719712,246.06
City_2005,86.31,27.16,277378,167.89
City_2006,83.76,28.66,283388,181.19
City_2007,87.44,26.58,806076,431.36
City_2008,83.63,26.87,324160,267.26
City_2009,81.42,27.64,133522,282.87
City_2010,87.4,27.51,638108,357.83
City_2011,85.56,26.19,115648,136.6
City_2012,85.81,29.49,435334,138.97
City_2013,81.38,26.61,679870,206.69
City_2014,82.39,29.4,278775,136.13
City_2015,87.37,27.82,401626,167.97
City_2016,82.26,26.36,503827,313.26
City_2017,83.17,27.21,841115,293.9
City_2018,87.29,27.96,297435,113.59
City_2019,87.74,28.31,316529,45.09
City_2020,86.34,26.05,686132,396.92
City_2021,81.72,28.08,967427,180.12
City_2022,85.97,26.41,405459,181.61
City_2023,85.55,29.19,45543,182.05
City_2024,85.82,27.78,88535,18.01
City_2025,83.75,27.54,392260,343.92
City_2026,85.26,26.42,670513,73.76
City_2027,87.59,26.86,251972,77.86
City_2028,84.15,29.22,224251,88.5
City_2029,88.27,29.0,612053,33.51
City_2030,81.22,29.27,354757,109.07
City_2031,81.1,26.66,463667,212.16
City_2032,82.06,29.66,248824,180.31
City_2033,80.98,26.32,437324,54.93
City_2034,84.89,27.67,379555,163.13
City_2035,80.36,27.2,744900,136.51
City_2036,80.75,26.92,483772,371.98
City_2037,84.89,26.88,304331,17.38
City_2038,87.78,26.56,221375,69.74
City_2039,80.0,27.1,471725,384.7
City_2040,84.37,29.84,733565,98.71
City_2041,87.11,26.27,91588,53.31
City_2042,80.41,29.69,837212,189.53
City_2043,86.27,29.99,89377,42.03
City_2044,80.95,27.72,537304,136.73
City_2045,80.05,29.36,598896,492.78
City_2046,87.53,28.33,60925,173.89
City_2047,88.3,27.39,35981,68.42
City_2048,84.06,27.35,390876,9.83
City_2049,80.64,26.77,658098,141.77
City_2050,84.12,29.89,23352,290.75
City_2051,83.1,26.15,636897,468.12
City_2052,81.31,27.31,599609,274.01
City_2053,86.88,26.12,807750,225.1
City_2054,86.72,27.75,970132,139.39
City_2055,84.93,29.24,994716,351.34
City_2056,82.76,28.4,710207,246.42
City_2057,82.07,29.95,350880,385.73
City_2058,81.63,28.64,600852,444.91
City_2059,81.91,27.01,498554,456.88
City_2060,88.27,27.52,640778,2.36
City_2061,87.94,29.68,793424,297.85
City_2062,86.57,27.18,430189,221.42
City_2063,84.36,27.49,595247,203.16
City_2064,85.02,27.78,107816,288.49
City_2065,81.02,29.59,529595,24.84
City_2066,83.54,28.02,283675,125.92
City_2067,83.81,27.46,309894,459.89
City_2068,86.23,29.0,895381,375.04
City_2069,84.69,28.93,812452,303.46
City_2070,85.03,27.6,850663,463.28
City_2071,87.2,28.27,332765,126.41
City_2072,84.3,26.74,662028,450.06
City_2073,87.83,27.82,139965,224.85
City_2074,85.45,28.79,641018,217.41
City_2075,80.31,28.73,717661,451.3
City_2076,87.96,26.26,846143,309.47
City_2077,83.52,29.45,348486,213.89
City_2078,85.14,29.89,441870,470.49
City_2079,80.12,27.66,792030,377.25
City_2080,86.21,29.65,508058,354.76
City_2081,88.13,29.8,878174,149.46
City_2082,82.12,26.84,280644,48.77
City_2083,82.63,26.49,494394,338.68
City_2084,81.3,29.3,897989,494.81
City_2085,80.61,28.05,108841,85.84
City_2086,86.41,28.82,380295,206.08
City_2087,80.48,27.8,305094,294.94
City_2088,80.06,27.87,917632,289.88
City_2089,88.93,28.54,90553,244.92
City_2090,82.26,26.64,858148,420.19
City_2091,88.67,28.32,446944,95.95
City_2092,81.87,28.86,695835,470.02
City_2093,83.63,29.17,602059,89.83
City_2094,85.45,27.78,250210,301.15
City_2095,84.47,28.44,358399,467.7
City_2096,87.26,26.51,703262,455.31
City_2097,83.01,29.02,15261,486.66
City_2098,87.72,28.12,352472,115.67
City_2099,83.09,29.62,229853,268.65
City_2100,81.14,26.22,167364,192.6
City_2101,80.67,28.21,282918,410.73
City_2102,83.61,26.94,894814,475.41
City_2103,81.63,27.07,285886,67.96
City_2104,88.28,28.71,276343,51.18
City_2105,83.35,29.07,613135,81.2
City_2106,84.66,26.12,425059,357.45
City_2107,87.03,28.16,878849,381.44
City_2108,80.59,28.7,805701,343.36
City_2109,84.12,27.68,307020,206.25
City_2110,88.56,27.22,442527,430.4
City_2111,87.67,28.89,932590,53.0
City_2112,88.18,26.83,95738,242.37
City_2113,87.8,30.0,411395,52.89
City_2114,87.0,26.16,601093,148.44
City_2115,88.6,26.41,440342,172.07
City_2116,88.76,28.56,469328,269.73
City_2117,88.06,29.3,983482,421.99
City_2118,83.36,28.27,760548,480.07
City_2119,83.63,26.27,15065,172.49
City_2120,88.61,26.37,728148,122.24
City_2121,86.28,26.85,854067,468.9
City_2122,87.1,28.59,770220,431.61
City_2123,82.55,27.01,831596,279.57
City_2124,81.41,27.34,713850,333.84
City_2125,84.27,27.26,141463,248.1
City_2126,88.62,28.32,610670,121.32
City_2127,87.45,28.04,857062,480.78
City_2128,87.49,28.03,892348,318.82
City_2129,83.48,26.62,180091,157.59
City_2130,84.33,26.0,771825,100.24
City_2131,88.73,27.25,719527,138.82
City_2132,84.07,29.22,220688,457.03
City_2133,81.8,26.19,783665,14.84
City_2134,85.81,26.78,792195,118.19
City_2135,81.23,28.38,438561,267.07
City_2136,88.67,26.64,860809,284.28
City_2137,81.9,28.54,832050,265.96
City_2138,81.41,26.21,588994,2.2
City_2139,84.16,26.81,626188,430.83
City_2140,80.77,28.13,689631,263.89
City_2141,84.15,27.19,834892,355.31
City_2142,82.68,28.18,785574,465.25
City_2143,80.63,27.05,490766,17.43
City_2144,84.1,27.94,767232,61.66
City_2145,86.47,28.92,785139,491.97
City_2146,80.87,26.09,805158,176.19
City_2147,85.65,28.02,247996,225.6
City_2148,80.52,26.04,590266,496.96
City_2149,88.85,27.8,110811,241.73
City_2150,84.06,27.38,571478,297.35
City_2151,88.15,27.72,100294,217.26
City_2152,88.4,26.32,534833,421.67
City_2153,85.32,28.34,749495,228.82
City_2154,83.34,26.72,868133,204.05
City_2155,83.09,28.77,566543,371.36
City_2156,82.97,29.14,288875,56.33
City_2157,85.47,26.28,158787,375.51
City_2158,84.16,26.87,550103,58.51
City_2159,80.96,29.77,368425,134.03
City_2160,82.45,26.42,801434,114.05
City_2161,84.88,27.73,421362,174.83
City_2162,85.2,28.0,218889,394.76
City_2163,87.87,28.65,601648,315.1
City_2164,82.45,27.94,25482,63.54
City_2165,81.5,29.17,798329,451.43
City_2166,87.78,29.61,610717,421.21
City_2167,87.24,26.9,436847,427.02
City_2168,86.64,26.52,514404,93.11
City_2169,82.39,28.97,925529,145.68
City_2170,83.77,27.07,838237,484.21
City_2171,83.52,27.12,759602,290.73
City_2172,84.85,27.34,516339,47.7
City_2173,84.08,29.23,744093,237.41
City_2174,82.52,28.5,346880,177.67
City_2175,84.93,29.67,815462,254.08
City_2176,86.59,27.34,42629,129.92
City_2177,88.17,26.42,886181,171.0
City_2178,85.88,29.84,493053,51.04
City_2179,88.02,29.43,933002,48.41
City_2180,80.6,26.09,816749,458.2
City_2181,80.5,28.1,759682,179.96
City_2182,84.48,27.0,675637,92.5
City_2183,85.91,27.77,405425,88.63
City_2184,82.07,29.42,217530,167.38
City_2185,82.52,29.19,126747,278.87
City_2186,86.84,29.83,166760,313.01
City_2187,86.67,27.79,378347,387.41
City_2188,85.4,29.81,254867,80.12
City_2189,88.72,26.79,54981,182.91
City_2190,88.35,29.9,501738,27.54
City_2191,87.76,29.63,555493,242.46
City_2192,83.83,26.23,734382,402.66
City_2193,87.46,27.62,770529,343.09
City_2194,83.49,26.52,385013,378.83
City_2195,81.32,29.26,534624,252.33
City_2196,87.61,26.42,774146,218.86
City_2197,81.24,29.71,477370,235.79
City_2198,88.83,29.2,720578,308.01
City_2199,82.87,26.53,950077,398.14
City_2200,84.63,26.56,213061,200.03
City_2201,81.94,29.35,232820,132.82
City_2202,84.87,29.8,288837,17.6
City_2203,83.61,27.38,731827,266.11
City_2204,81.06,26.13,38366,156.17
City_2205,84.6,26.65,856021,378.98
City_2206,86.83,26.03,292380,237.05
City_2207,84.47,26.77,395385,262.82
City_2208,87.71,29.42,881216,18.11
City_2209,83.65,26.47,96072,384.55
City_2210,84.64,28.67,564532,270.78
City_2211,80.8,26.72,23005,8.07
City_2212,87.94,27.93,62846,80.11
City_2213,83.56,28.88,248572,26.48
City_2214,80.99,28.19,549601,201.57
City_2215,82.99,29.88,863871,243.42
City_2216,84.09,26.54,975051,425.89
City_2217,85.06,29.55,18947,454.46
City_2218,83.3,27.12,683558,334.78
City_2219,86.94,28.21,17691,105.89
City_2220,80.07,26.09,25924,193.45
City_2221,82.83,28.72,703741,176.99
City_2222,88.81,28.89,569070,339.06
City_2223,85.56,28.72,361365,36.52
City_2224,80.79,28.73,763688,289.43
City_2225,82.95,26.63,396419,458.9
City_2226,81.71,26.67,775619,455.03
City_2227,80.17,29.03,538523,167.09
City_2228,83.77,26.8,771268,199.04
City_2229,87.89,28.65,809656,143.71
City_2230,87.79,27.83,330998,125.98
City_2231,83.2,27.11,759768,122.28
City_2232,84.32,29.11,795346,189.0
City_2233,80.79,26.67,333568,161.8
City_2234,87.3,28.02,876261,235.79
City_2235,81.19,28.72,939232,422.59
City_2236,81.14,27.53,331277,405.67
City_2237,81.41,29.9,439962,371.05
City_2238,86.33,27.65,559102,443.39
City_2239,88.48,26.84,152767,68.38
City_2240,82.27,27.34,728743,472.43
City_2241,84.5,27.41,714340,42.44
City_2242,88.49,28.75,828985,228.95
City_2243,85.51,26.63,133773,304.01
City_2244,84.44,26.94,800855,225.38
City_2245,88.28,29.33,70056,388.47
City_2246,83.66,26.68,135552,231.47
City_2247,80.28,27.61,89411,164.01
City_2248,80.35,26.72,613814,438.78
City_2249,88.26,26.22,157408,462.4
City_2250,88.73,26.18,393087,301.06
City_2251,88.91,26.98,682966,160.98
City_2252,80.55,29.19,441315,240.99
City_2253,80.08,28.68,628463,6.46
City_2254,87.02,28.64,137731,35.29
City_2255,81.81,28.08,147135,338.83
City_2256,80.98,26.24,102879,198.38
City_2257,83.89,26.96,647646,93.42
City_2258,86.97,26.7,841612,309.7
City_2259,82.12,28.57,107559,413.28
City_2260,86.87,29.22,860909,87.54
City_2261,87.67,27.75,136488,72.21
City_2262,82.02,26.43,975943,126.94
City_2263,87.54,29.84,435011,207.57
City_2264,81.71,27.74,191929,135.49
City_2265,81.02,28.52,219434,413.36
City_2266,83.41,29.75,665453,229.77
City_2267,88.3,29.26,205275,394.29
City_2268,86.76,27.74,185997,315.63
City_2269,87.51,26.68,265788,469.66
City_2270,87.8,28.37,907770,418.12
City_2271,82.3,27.28,411931,92.79
City_2272,87.88,28.93,876941,208.7
City_2273,80.53,26.45,496297,160.97
City_2274,88.54,27.05,515695,424.95
City_2275,85.13,27.85,149466,388.13
City_2276,83.27,27.63,689445,222.12
City_2277,88.02,28.62,240857,268.55
City_2278,82.81,26.08,471789,219.22
City_2279,88.09,28.2,80680,211.29
City_2280,82.31,29.27,354165,265.13
City_2281,81.05,27.06,29665,231.73
City_2282,83.35,26.21,786111,109.34
City_2283,86.34,26.33,630602,364.66
City_2284,87.42,28.93,462702,492.2
City_2285,81.9,29.44,495894,397.38
City_2286,83.36,29.13,318078,7.99
City_2287,82.52,26.56,946352,53.06
City_2288,82.48,28.32,168721,245.79
City_2289,82.72,28.82,187291,198.46
City_2290,81.55,29.68,923795,278.72
City_2291,83.43,29.01,267521,220.55
City_2292,80.98,29.85,102783,159.64
City_2293,86.74,29.52,486958,363.06
City_2294,81.78,29.89,536343,38.3
City_2295,82.65,28.7,613895,470.66
City_2296,87.96,26.62,294434,163.81
City_2297,88.31,27.65,198984,420.48
City_2298,83.85,27.1,681987,16.4
City_2299,87.98,27.66,426377,433.77
City_2300,80.4,28.08,971427,269.4
City_2301,80.27,29.37,855669,287.16
City_2302,81.22,29.89,272827,86.67
City_2303,88.62,26.69,166071,213.65
City_2304,86.31,28.79,853128,227.58
City_2305,83.1,26.43,415285,293.42
City_2306,82.51,26.94,880657,159.15
City_2307,83.48,29.39,103371,465.19
City_2308,84.57,28.17,559289,169.56
City_2309,82.13,28.84,307062,378.72
City_2310,84.79,26.38,778415,105.81
City_2311,87.78,28.36,400803,91.82
City_2312,87.59,27.67,698260,247.22
City_2313,80.34,26.94,651727,234.55
City_2314,80.07,27.07,203733,62.54
City_2315,88.83,29.36,296860,344.05
City_2316,88.74,28.74,820611,458.16
City_2317,87.43,29.51,524952,161.74
City_2318,87.66,26.76,734111,259.23
City_2319,88.44,26.98,996225,258.48
City_2320,81.49,27.04,126172,310.23
City_2321,81.57,29.88,86035,3.27
City_2322,82.08,26.48,128852,236.86
City_2323,87.69,29.62,463506,40.63
City_2324,82.18,29.42,846705,466.27
City_2325,80.51,27.4,151858,193.99
City_2326,83.11,27.03,69489,271.4
City_2327,82.89,29.27,377375,413.44
City_2328,86.18,26.23,326593,204.34
City_2329,84.77,28.41,476304,298.22
City_2330,87.69,29.41,651315,438.23
City_2331,84.49,27.86,630791,16.08
City_2332,83.51,26.93,66282,411.47
City_2333,82.14,28.27,166750,108.94
City_2334,86.7,27.56,811903,343.35
City_2335,80.79,27.5,242968,34.24
City_2336,87.73,26.99,771944,144.34
City_2337,85.29,27.01,636003,418.98
City_2338,82.26,26.6,184201,411.79
City_2339,80.53,26.66,60042,124.74
City_2340,82.34,29.32,412196,57.53
City_2341,86.11,26.76,524749,338.71
City_2342,82.85,26.74,491150,3.7
City_2343,87.92,27.07,702082,146.71
City_2344,80.01,27.53,903179,269.05
City_2345,81.24,27.51,811470,167.35
City_2346,82.05,26.44,687866,168.75
City_2347,86.52,29.05,39065,417.23
City_2348,83.91,26.88,726854,165.24
City_2349,82.54,28.43,293117,1.99
City_2350,88.12,28.15,336307,498.23
City_2351,80.86,29.8,274627,499.57
City_2352,88.59,27.24,293485,176.45
City_2353,85.63,29.63,322388,228.67
City_2354,88.24,27.1,230445,429.79
City_2355,82.95,28.71,728525,141.06
City_2356,85.08,28.99,610973,480.03
City_2357,86.29,26.39,879332,130.79
City_2358,88.64,26.57,375023,329.87
City_2359,86.33,27.09,714842,224.41
City_2360,88.9,27.14,309721,330.93
City_2361,83.68,26.64,333095,357.7
City_2362,82.19,28.9,210200,71.59
City_2363,88.75,27.83,78712,413.65
City_2364,80.06,26.35,214997,300.7
City_2365,86.6,29.04,618835,438.8
City_2366,80.81,27.01,916650,105.15
City_2367,84.93,26.22,944340,239.06
City_2368,84.94,27.61,53504,452.74
City_2369,82.25,27.15,362131,22.65
City_2370,88.21,29.43,57025,110.49
City_2371,81.13,29.53,822092,279.14
City_2372,81.61,29.96,894374,329.78
City_2373,86.27,28.57,186913,391.81
City_2374,81.99,27.71,299030,37.15
City_2375,82.83,29.6,405284,316.06
City_2376,88.1,26.79,385651,258.54
City_2377,87.46,28.57,304569,166.83
City_2378,82.16,28.65,971937,129.66
City_2379,86.42,29.09,725960,217.21
City_2380,83.07,28.56,981499,257.46
City_2381,83.62,26.83,404361,261.88
City_2382,84.24,27.25,896658,133.91
City_2383,84.86,28.8,714971,32.52
City_2384,80.97,27.36,189780,271.29
City_2385,81.87,26.23,983469,180.27
City_2386,81.95,29.42,554296,403.09
City_2387,81.47,28.65,866686,472.76
City_2388,88.15,27.36,339174,57.73
City_2389,86.99,27.45,123985,307.96
City_2390,81.6,26.14,343849,103.87
City_2391,82.76,28.09,326746,7.43
City_2392,82.53,27.44,642345,60.34
City_2393,83.86,28.05,488701,275.92
City_2394,88.23,29.92,186483,248.18
City_2395,88.05,28.08,651862,22.94
City_2396,86.14,26.21,299244,299.12
City_2397,81.16,29.23,454602,185.2
City_2398,83.2,27.52,833347,222.49
City_2399,80.82,27.53,47852,102.29
City_2400,85.54,27.53,12322,421.34
City_2401,84.42,29.93,975803,146.49
City_2402,88.12,27.54,28225,206.68
City_2403,84.05,26.91,196645,221.23
City_2404,84.59,27.81,587209,485.27
City_2405,84.67,27.78,193916,349.76
City_2406,82.37,26.08,802869,480.65
City_2407,85.56,27.47,967697,194.25
City_2408,84.78,29.94,661210,179.77
City_2409,82.81,26.63,145633,246.29
City_2410,81.17,28.66,13583,198.16
City_2411,84.24,28.89,596759,237.25
City_2412,80.17,27.74,673426,437.8
City_2413,87.47,29.76,19158,428.35
City_2414,80.61,28.18,67819,69.59
City_2415,87.14,28.64,714348,180.17
City_2416,88.21,26.19,297136,322.77
City_2417,88.94,26.3,893388,209.35
City_2418,81.86,27.85,326904,223.93
City_2419,86.89,27.94,976431,206.75
City_2420,87.3,29.1,449698,25.89
City_2421,87.2,29.2,13081,407.49
City_2422,85.9,29.54,184135,197.88
City_2423,85.71,27.94,420186,242.66
City_2424,85.1,26.86,857682,441.36
City_2425,81.85,26.99,288018,376.15
City_2426,80.17,26.4,775609,65.12
City_2427,88.26,26.77,222851,409.44
City_2428,85.9,27.1,312325,241.61
City_2429,84.21,29.54,176143,88.4
City_2430,87.52,28.55,994937,487.08
City_2431,88.17,29.44,515284,129.72
City_2432,80.62,28.49,882900,140.74
City_2433,85.12,27.95,16583,135.74
City_2434,80.4,29.25,598291,257.17
City_2435,86.13,27.42,657441,406.87
City_2436,83.66,30.0,772028,244.41
City_2437,86.69,28.26,667791,396.87
City_2438,87.12,26.99,306487,446.5
City_2439,81.87,27.84,554100,21.6
City_2440,85.08,28.21,804586,448.27
City_2441,86.74,27.62,737035,398.68
City_2442,87.07,29.85,166512,326.12
City_2443,86.09,29.85,583867,89.1
City_2444,82.59,28.89,697849,426.73
City_2445,87.12,26.66,473272,444.79
City_2446,87.72,27.21,356077,194.04
City_2447,84.09,26.15,145822,249.96
City_2448,88.04,29.74,706141,401.39
City_2449,82.64,29.54,562548,164.45
City_2450,85.75,27.99,252112,401.81
City_2451,85.97,26.16,449996,56.41
City_2452,87.3,27.46,999934,19.67
City_2453,88.11,26.86,838476,112.18
City_2454,85.15,27.08,44849,436.79
City_2455,80.28,28.65,249493,483.84
City_2456,83.28,29.07,427963,448.61
City_2457,81.13,28.89,249883,374.5
City_2458,80.67,29.22,540297,219.82
City_2459,81.7,26.47,352233,446.75
City_2460,88.52,26.66,458317,128.06
City_2461,87.7,28.21,617148,484.32
City_2462,88.93,28.82,101074,86.9
City_2463,84.79,28.15,694765,93.65
City_2464,86.07,27.8,14111,226.11
City_2465,80.77,28.71,321524,13.44
City_2466,81.41,29.67,815390,215.32
City_2467,81.55,27.37,66997,213.11
City_2468,85.83,28.86,651022,470.42
City_2469,82.56,26.5,312051,298.69
City_2470,80.43,26.72,463034,144.43
City_2471,80.84,29.16,93145,112.27
City_2472,83.68,26.72,552202,364.8
City_2473,82.57,26.86,566831,364.4
City_2474,88.09,29.57,85286,247.14
City_2475,87.38,26.89,787710,344.22
City_2476,88.44,29.13,982615,450.87
City_2477,83.87,27.09,74818,87.93
City_2478,80.04,28.65,928353,42.99
City_2479,86.06,28.69,83856,256.97
City_2480,88.69,26.32,916494,330.18
City_2481,85.09,29.97,69573,409.57
City_2482,86.15,27.02,771309,350.8
City_2483,84.95,29.09,642331,167.18
City_2484,84.88,28.85,971217,234.81
City_2485,80.16,29.28,498461,339.64
City_2486,81.38,27.98,958123,392.56
City_2487,84.58,29.71,702892,432.75
City_2488,86.7,28.66,638599,119.22
City_2489,87.28,26.03,588687,289.57
City_2490,84.25,29.9,501593,75.2
City_2491,87.29,26.33,242949,86.06
City_2492,80.63,28.89,760063,174.97
City_2493,86.47,27.78,364237,254.41
City_2494,88.49,27.15,910334,138.25
City_2495,82.09,29.19,858848,304.81
City_2496,80.06,28.54,454680,426.38
City_2497,80.06,26.8,605045,284.28
City_2498,82.47,29.84,814835,40.14
City_2499,84.72,28.38,328980,252.9
City_2500,85.68,27.41,592370,251.14
City_2501,86.73,27.91,352301,451.71
City_2502,80.1,29.54,943145,231.92
City_2503,87.21,29.32,326643,469.27
City_2504,85.41,29.32,974316,493.78
City_2505,87.85,26.97,262851,137.54
City_2506,87.01,27.53,293080,36.45
City_2507,88.36,29.14,484839,425.29
City_2508,86.67,29.57,177626,117.53
City_2509,82.43,28.82,840999,454.9
City_2510,85.54,28.21,770485,401.47
City_2511,80.03,29.62,501270,99.26
City_2512,86.15,29.56,557655,253.45
City_2513,81.44,28.9,997850,486.96
City_2514,86.47,28.34,970557,129.8
City_2515,87.02,26.01,287456,229.51
City_2516,80.26,26.33,474734,61.96
City_2517,82.56,26.87,626483,298.93
City_2518,84.23,27.94,415584,279.75
City_2519,87.87,29.48,451449,124.32
City_2520,80.29,27.43,411394,147.62
City_2521,85.44,26.15,931358,214.03
City_2522,81.62,29.5,366752,30.38
City_2523,86.8,27.94,627340,239.57
City_2524,85.57,28.71,432576,409.86
City_2525,87.98,26.78,40643,212.6
City_2526,87.71,29.95,144570,482.66
City_2527,88.67,26.32,705850,499.45
City_2528,87.21,29.75,124576,109.01
City_2529,87.56,29.8,60610,313.68
City_2530,83.55,28.93,589388,126.75
City_2531,84.36,27.64,405501,125.23
City_2532,83.61,28.07,620504,428.73
City_2533,85.33,29.85,449670,432.37
City_2534,87.49,29.81,687870,324.31
City_2535,88.97,27.75,351016,197.86
City_2536,87.9,28.78,770521,37.17
City_2537,82.66,27.05,344997,382.64
City_2538,83.86,27.41,942676,346.28
City_2539,80.63,27.56,300022,473.86
City_2540,85.55,27.55,624090,437.97
City_2541,85.79,27.1,985372,169.31
City_2542,83.08,27.28,765242,411.36
City_2543,88.2,27.41,837917,492.75
City_2544,81.92,26.4,158608,297.28
City_2545,84.52,28.98,505649,112.62
City_2546,87.0,27.9,615492,178.21
City_2547,84.05,27.91,476718,42.01
City_2548,82.7,29.22,174958,157.18
City_2549,87.5,29.67,723076,348.05
City_2550,81.89,27.59,418676,119.84
City_2551,84.09,26.84,632329,483.17
City_2552,81.65,26.93,648193,41.33
City_2553,83.88,26.06,991798,401.03
City_2554,83.67,27.79,502735,255.23
City_2555,84.19,28.78,861929,462.8
City_2556,86.07,28.08,262713,448.72
City_2557,86.03,26.26,504266,168.66
City_2558,86.98,26.22,798804,65.54
City_2559,84.13,27.18,942237,94.91
City_2560,85.15,26.37,660681,373.62
City_2561,82.04,26.29,793931,293.51
City_2562,86.65,27.03,436404,351.16
City_2563,80.68,27.4,400241,409.77
City_2564,87.87,27.39,878743,220.57
City_2565,84.48,28.6,751156,142.77
City_2566,82.87,27.18,200541,26.4
City_2567,84.81,26.98,917547,39.22
City_2568,87.58,27.5,723508,360.75
City_2569,83.42,26.5,694747,127.73
City_2570,84.83,26.51,575590,341.87
City_2571,84.77,28.25,585511,479.51
City_2572,82.93,26.21,851113,67.83
City_2573,86.09,28.68,596101,320.34
City_2574,81.58,27.55,510877,55.53
City_2575,81.53,29.3,643721,117.27
City_2576,86.52,28.44,629253,182.69
City_2577,84.68,27.64,284336,22.39
City_2578,88.07,28.99,201185,338.91
City_2579,87.98,28.11,319837,364.3
City_2580,82.95,27.76,337641,121.13
City_2581,85.64,26.76,86042,81.2
City_2582,82.43,26.78,863671,106.1
City_2583,83.24,26.2,355968,148.48
City_2584,80.57,26.63,726502,197.1
City_2585,84.74,27.48,283451,257.42
City_2586,82.16,27.55,919938,225.87
City_2587,83.5,27.68,592913,128.17
City_2588,85.28,26.17,323734,61.49
City_2589,82.74,29.65,434585,83.93
City_2590,80.8,29.08,519851,400.68
City_2591,81.01,28.87,454695,280.18
City_2592,85.69,29.4,960454,34.64
City_2593,83.18,29.56,639437,398.92
City_2594,88.56,26.83,18978,148.15
City_2595,82.5,29.02,746672,168.87
City_2596,81.45,29.75,189805,219.19
City_2597,87.44,26.32,352263,490.6
City_2598,81.28,29.88,558459,147.67
City_2599,88.83,26.3,296034,215.97
City_2600,83.26,26.7,405013,47.77
City_2601,83.88,29.65,88307,252.33
City_2602,81.72,26.84,681093,4.32
City_2603,81.06,28.76,418592,120.57
City_2604,88.28,28.74,510620,345.0
City_2605,85.09,28.02,737484,469.05
City_2606,81.36,28.01,721986,17.38
City_2607,80.64,28.74,452136,456.94
City_2608,88.47,26.21,294002,225.47
City_2609,83.57,26.94,163333,90.73
City_2610,85.12,27.87,399665,465.63
City_2611,85.52,28.62,51600,444.66
City_2612,82.69,29.96,340551,426.79
City_2613,88.15,27.03,164606,122.25
City_2614,80.84,27.53,268778,398.72
City_2615,83.39,29.88,772356,229.05
City_2616,86.01,28.75,91267,14.81
City_2617,81.34,29.23,237722,447.79
City_2618,85.18,29.86,796586,476.57
City_2619,85.01,26.99,398550,10.85
City_2620,86.12,29.56,754837,379.28
City_2621,84.8,28.94,982563,224.58
City_2622,80.09,26.19,72331,348.19
City_2623,80.09,29.2,958778,207.49
