Name,X_Coordinate,Y_Coordinate,Population,Distance
City_735,80.57,27.39,71709,223.21
City_736,87.18,29.45,333783,386.49
City_737,84.24,28.61,117768,407.34
City_738,83.09,27.56,365652,497.56
City_739,80.99,28.33,754968,154.56
City_740,81.34,26.32,200769,51.58
City_741,82.18,26.28,531051,15.88
City_742,80.88,28.5,567603,498.38
City_743,82.38,27.61,333080,205.65
City_744,88.95,27.76,974853,108.4
City_745,80.29,28.41,839863,102.69
City_746,81.42,26.25,429110,407.34
City_747,87.13,29.37,141098,410.14
City_748,86.89,29.29,542950,324.36
City_749,85.67,29.92,804035,212.41
City_750,80.0,29.01,970662,43.04
City_751,84.67,29.52,619143,459.19
City_752,81.53,28.92,177612,133.89
City_753,87.82,27.77,914253,336.61
City_754,83.57,26.72,738195,374.86
City_755,83.82,27.09,966257,249.45
City_756,80.62,26.67,377923,108.63
City_757,85.51,29.72,796702,412.61
City_758,81.88,27.57,976899,335.6
City_759,85.39,29.5,623834,88.36
City_760,82.59,28.02,794009,123.81
City_761,80.33,27.53,787237,137.64
City_762,83.59,26.04,810409,43.83
City_763,83.06,29.46,82326,369.61
City_764,88.33,28.11,783196,302.81
City_765,87.36,28.79,402027,238.73
City_766,80.8,26.07,270794,350.53
City_767,83.04,27.89,111265,437.33
City_768,82.15,29.08,614362,323.4
City_769,81.98,29.95,466846,110.92
City_770,81.62,27.73,11959,497.28
City_771,88.8,29.71,952140,219.68
City_772,86.74,27.13,47969,251.47
City_773,84.35,29.98,24261,148.84
City_774,87.22,27.63,347526,114.25
City_775,82.23,29.23,572173,333.98
City_776,86.89,28.71,632434,164.32
City_777,88.4,27.75,593026,41.02
City_778,85.83,28.0,557685,70.88
City_779,81.28,27.57,433302,15.19
City_780,82.98,28.78,910792,17.19
City_781,83.95,29.79,70754,35.76
City_782,85.07,26.86,857116,297.85
City_783,83.8,27.17,712216,216.66
City_784,81.9,29.65,295366,207.51
City_785,86.63,26.73,833129,437.68
City_786,84.68,27.64,384242,410.73
City_787,85.06,28.22,884896,326.99
City_788,82.62,28.0,859800,120.04
City_789,82.33,28.96,599309,479.15
City_790,86.06,28.87,244050,442.23
City_791,85.62,27.81,34908,329.11
City_792,82.74,28.18,740754,455.83
City_793,82.33,26.12,857180,482.37
City_794,88.67,26.23,146671,368.59
City_795,83.01,27.15,904144,425.38
City_796,84.21,27.58,852321,308.47
City_797,87.69,28.01,905421,50.14
City_798,84.88,29.4,898345,73.06
City_799,87.21,26.87,334812,273.08
City_800,88.82,29.43,275519,178.2
City_801,82.68,26.63,419946,370.28
City_802,87.01,27.11,548715,492.73
City_803,80.91,28.01,671681,324.63
City_804,87.77,27.54,311003,207.99
City_805,84.93,26.01,744837,156.73
City_806,82.98,27.34,738770,112.25
City_807,87.41,29.02,639627,242.03
City_808,88.76,28.04,492529,431.21
City_809,80.62,29.23,882035,264.43
City_810,82.34,26.94,737032,42.48
City_811,85.05,28.8,641230,315.46
City_812,81.6,28.62,923101,103.35
City_813,86.55,29.94,167047,433.73
City_814,86.97,26.71,797039,401.69
City_815,85.69,26.05,27833,49.63
City_816,81.49,26.3,581341,104.78
City_817,82.78,28.17,953327,496.33
City_818,88.38,29.13,290736,63.2
City_819,85.63,28.68,165338,375.05
City_820,88.85,27.07,41063,20.19
City_821,81.87,27.91,990662,259.37
City_822,83.78,26.58,109179,5.85
City_823,86.45,26.71,752447,51.42
City_824,86.61,26.24,568762,369.43
City_825,83.15,29.46,786397,345.71
City_826,84.4,28.35,85389,285.87
City_827,83.03,27.58,933279,61.46
City_828,81.63,27.99,231658,491.14
City_829,87.79,28.08,397289,264.67
City_830,87.43,29.63,849493,50.47
City_831,88.93,28.23,659165,91.01
City_832,88.96,28.72,367393,104.19
City_833,88.68,27.65,735229,382.76
City_834,82.6,28.13,890393,312.06
City_835,85.09,26.12,217222,264.98
City_836,82.36,29.09,730741,59.18
City_837,82.36,26.58,904335,493.17
City_838,84.76,27.73,690382,39.55
City_839,83.73,29.12,487989,91.78
City_840,83.15,26.15,929463,292.68
City_841,80.18,29.37,754800,139.4
City_842,87.22,29.12,417360,36.31
City_843,80.8,30.0,944450,129.3
City_844,83.44,29.16,440936,240.87
City_845,82.04,29.32,127613,405.3
City_846,84.77,29.48,205673,15.31
City_847,83.88,29.58,166762,301.67
City_848,80.29,28.83,758107,181.84
City_849,86.08,27.56,705235,230.07
City_850,80.22,27.2,811552,44.61
City_851,85.53,27.95,52546,382.23
City_852,81.47,28.74,242482,256.17
City_853,82.57,27.91,371442,173.67
City_854,80.77,26.8,393588,284.67
City_855,87.02,26.35,986034,320.62
City_856,82.65,28.35,81115,204.49
City_857,84.49,29.54,31021,475.14
City_858,87.98,29.08,442007,366.02
City_859,85.75,28.52,617654,455.6
City_860,85.77,26.87,536109,252.93
City_861,86.4,26.48,136021,248.23
City_862,81.34,29.65,363788,308.75
City_863,86.67,27.55,888852,76.21
City_864,88.1,29.68,582398,473.34
City_865,81.29,27.62,768664,422.88
City_866,81.89,26.69,720503,274.01
City_867,88.71,29.42,865919,99.3
City_868,83.3,28.15,842516,312.34
City_869,80.98,28.86,798921,478.22
City_870,84.95,29.59,641316,277.48
City_871,81.61,27.69,716568,186.38
City_872,84.88,27.67,962738,461.03
City_873,86.38,29.76,773325,292.68
City_874,80.94,29.03,863134,197.61
City_875,83.71,27.69,735696,126.58
City_876,87.66,29.72,976201,87.54
City_877,86.92,28.25,652272,458.33
City_878,81.29,28.51,632628,204.71
City_879,86.5,28.34,690585,287.25
City_880,85.25,26.55,162851,440.38
City_881,88.79,27.4,743851,156.85
City_882,81.81,29.48,645779,249.34
City_883,87.06,28.81,679692,364.79
City_884,85.0,27.28,861340,415.69
City_885,81.05,27.76,542940,146.45
City_886,86.59,29.03,100227,256.32
City_887,80.85,27.94,887020,193.67
City_888,82.02,28.47,512649,416.35
City_889,80.93,26.98,775229,294.42
City_890,83.67,27.74,372741,283.25
City_891,86.96,26.79,797736,385.65
City_892,88.05,29.3,86138,361.82
City_893,83.84,26.14,253899,366.11
City_894,80.82,27.25,632200,227.6
City_895,86.54,28.25,944807,323.87
City_896,81.51,27.51,236348,488.84
City_897,87.54,28.96,783528,182.68
City_898,80.41,28.41,393072,120.48
City_899,85.15,26.36,480550,418.76
City_900,83.35,27.03,568918,12.87
City_901,88.22,29.89,80126,170.66
City_902,82.07,29.6,370106,124.91
City_903,88.45,26.56,295151,218.31
City_904,81.67,28.07,605489,351.26
City_905,83.72,27.25,88911,102.66
City_906,81.46,28.75,190559,246.06
City_907,84.69,26.62,830208,318.7
City_908,82.38,26.94,586928,118.18
City_909,84.91,28.26,15904,247.57
City_910,86.24,26.83,875979,436.67
City_911,86.4,29.6,505824,118.37
City_912,80.87,29.21,326073,32.76
City_913,82.14,27.9,978164,305.04
City_914,80.33,29.98,724190,54.86
City_915,84.51,28.95,619111,392.87
City_916,88.98,26.57,70861,321.9
City_917,86.57,26.11,158244,14.47
City_918,84.52,27.72,371355,375.56
City_919,82.66,29.97,83039,402.38
City_920,82.74,26.33,892035,308.56
City_921,80.88,29.59,943891,462.08
City_922,88.16,28.02,140707,73.16
City_923,83.47,27.69,465499,307.85
City_924,81.33,26.89,513489,460.85
City_925,81.32,26.25,989810,2.85
City_926,86.29,29.93,404413,34.14
City_927,81.41,28.95,730190,70.35
City_928,83.4,29.27,669744,152.92
City_929,82.74,27.32,275540,150.67
City_930,86.76,28.07,778906,184.46
City_931,81.38,29.57,201535,472.8
City_932,88.42,26.1,553311,120.3
City_933,87.26,27.89,261591,113.73
City_934,85.91,29.76,668477,199.02
City_935,81.21,29.01,310848,139.33
City_936,87.66,27.48,170757,51.1
City_937,80.02,27.78,664211,219.2
City_938,85.66,29.26,612585,434.5
City_939,80.03,28.84,815454,351.04
City_940,81.16,29.95,616235,328.78
City_941,82.41,27.22,877396,293.43
City_942,85.33,26.38,130292,394.51
City_943,80.69,29.64,75685,230.6
City_944,87.25,30.0,739920,80.03
City_945,86.62,28.98,278671,326.48
City_946,88.09,28.69,801696,352.66
City_947,87.84,26.78,76705,366.6
City_948,81.85,28.35,774023,446.33
City_949,81.55,27.32,969553,186.25
City_950,85.03,27.94,859099,204.83
City_951,86.33,26.88,129757,275.36
City_952,86.73,28.61,660261,499.95
City_953,84.69,29.28,701518,431.57
City_954,87.71,28.9,410885,223.05
City_955,86.49,29.8,322613,59.25
City_956,84.27,27.77,656791,197.04
City_957,80.81,28.7,454276,380.25
City_958,85.6,28.76,478849,44.98
City_959,88.79,29.92,61910,392.5
City_960,80.8,26.19,282030,455.07
City_961,86.34,26.36,850385,109.51
City_962,86.38,29.18,583179,433.78
City_963,85.39,26.33,635531,299.14
City_964,83.79,29.15,65376,86.63
City_965,88.64,26.06,994376,298.04
City_966,82.76,28.76,88868,93.91
City_967,85.31,27.03,626634,221.24
City_968,87.48,27.81,298288,34.44
City_969,86.8,29.52,981183,96.89
City_970,84.74,27.07,689323,462.53
City_971,87.13,26.77,633603,450.38
City_972,80.39,26.47,894476,127.04
City_973,80.46,27.68,123621,262.47
City_974,84.13,28.03,763324,41.05
City_975,84.03,27.31,744429,12.59
City_976,86.12,29.02,966102,378.13
City_977,82.26,28.69,882151,398.86
City_978,88.92,29.06,967831,181.64
City_979,81.62,27.03,209143,439.86
City_980,82.55,29.59,891800,192.96
City_981,83.58,27.51,515465,30.63
City_982,85.01,28.17,421957,16.75
City_983,88.45,28.34,919117,477.25
City_984,86.39,27.9,594487,283.47
City_985,86.68,28.76,541043,451.58
City_986,88.55,26.24,398503,106.33
City_987,82.66,26.12,577972,433.58
City_988,83.31,29.66,686907,186.84
City_989,88.19,28.52,940364,59.12
City_990,80.18,27.87,984147,83.62
City_991,85.96,29.19,473381,56.94
City_992,86.65,26.71,364681,416.0
City_993,81.94,26.87,601475,34.19
City_994,80.95,26.77,814535,277.18
City_995,86.8,29.13,385260,270.14
City_996,86.23,26.37,449081,260.02
City_997,88.13,26.2,560002,432.53
City_998,82.31,28.07,287458,486.7
City_999,87.38,29.31,93207,36.03
City_1000,81.04,27.21,360097,354.35
